功夫熊猫3,ftp://ygdy8:ygdy8@y219.dydytt.net:8098/[阳光电影www.ygdy8.com].功夫熊猫3.BD.720p.国英双语.中英双字幕.mkv
魔都凶音,ftp://ygdy8:ygdy8@y219.dydytt.net:9161/[阳光电影www.ygdy8.com].魔都凶音.HD.720p.国语中字.rmvb
超脑48小时,ftp://ygdy8:ygdy8@y219.dydytt.net:8122/[阳光电影www.ygdy8.com].超脑48小时.BD.720p.中英双字幕.rmvb
会计刺客,ftp://ygdy8:ygdy8@y219.dydytt.net:8203/[阳光电影www.ygdy8.com].会计刺客.BD.720p.中英双字幕.mkv
海底总动员2：多莉去哪儿,ftp://ygdy8:ygdy8@y153.dydytt.net:8200/[阳光电影www.ygdy8.com].海底总动员2：多莉去哪儿.BD.720p.国英双语.中英双字幕.mkv
封神传奇,ftp://ygdy8:ygdy8@y219.dydytt.net:8149/[阳光电影www.ygdy8.com].封神传奇.HD.720p.国语中字.rmvb
星球大战7：原力觉醒,ftp://ygdy8:ygdy8@y219.dydytt.net:9074/[阳光电影www.ygdy8.com].星球大战7：原力觉醒.BD.720p.中英双字幕.rmvb
大鱼海棠,ftp://ygdy8:ygdy8@y153.dydytt.net:9129/[阳光电影www.ygdy8.com].大鱼海棠.HD.720p.国语中字.mkv
反贪风暴2,ftp://ygdy8:ygdy8@y153.dydytt.net:9164/[阳光电影www.ygdy8.com].反贪风暴2.BD.720p.国粤双语中字.mkv
喜乐长安/长安乱,ftp://ygdy8:ygdy8@y153.dydytt.net:8091/[阳光电影www.ygdy8.com].喜乐长安.HD.720p.国语中字.rmvb
使徒行者,ftp://ygdy8:ygdy8@y219.dydytt.net:8162/[阳光电影www.ygdy8.com].使徒行者.HD.720p.国语中字.rmvb
克朗普斯/圣诞妖怪：坎卜斯,ftp://ygdy8:ygdy8@y219.dydytt.net:9060/[阳光电影www.ygdy8.com].克朗普斯.BD.720p.中英双字幕.rmvb
喊·山/喊山,ftp://ygdy8:ygdy8@y153.dydytt.net:8190/[阳光电影www.ygdy8.com].喊&middot;山.HD.720p.国语中字.rmvb
爱丽丝梦游仙境2：镜中奇遇记,ftp://ygdy8:ygdy8@y219.dydytt.net:8160/[阳光电影www.ygdy8.com].爱丽丝梦游仙境2：镜中奇遇记.BD.720p.国英双语.中英双字幕.mkv
消失爱人,ftp://ygdy8:ygdy8@y219.dydytt.net:9112/[阳光电影www.ygdy8.com].消失爱人.BD.720p.国语中字.rmvb
超能敢死队,ftp://ygdy8:ygdy8@y219.dydytt.net:9185/[阳光电影www.ygdy8.com].超能敢死队.HD.720p.中英双字幕.rmvb
超能敢死队加长版,ftp://ygdy8:ygdy8@y153.dydytt.net:8188/[阳光电影www.ygdy8.com].超能敢死队加长版.BD.720p.中英双字幕.rmvb
最终幻想15：王者之剑,ftp://ygdy8:ygdy8@y153.dydytt.net:8185/[阳光电影www.ygdy8.com].最终幻想15：王者之剑.BD.720p.中英双字幕.rmvb
瑞士军刀男,ftp://ygdy8:ygdy8@y219.dydytt.net:9184/[阳光电影www.ygdy8.com].瑞士军刀男.BD.720p.中英双字幕.rmvb
微微一笑很倾城,ftp://ygdy8:ygdy8@y219.dydytt.net:9181/[阳光电影www.ygdy8.com].微微一笑很倾城.HD.720p.国语中字.rmvb
人类清除计划3,ftp://ygdy8:ygdy8@y153.dydytt.net:9126/[阳光电影www.ygdy8.com].人类清除计划3.BD.720p.中英双字幕.rmvb
爱丽丝梦游仙境2：镜中奇遇记,ftp://ygdy8:ygdy8@y153.dydytt.net:9123/[阳光电影www.ygdy8.com].爱丽丝梦游仙境2：镜中奇遇记.HD.720p.中英双字幕.rmvb
X战警：天启,ftp://ygdy8:ygdy8@y153.dydytt.net:9122/[阳光电影www.ygdy8.com].X战警：天启.BD.720p.国英双语.中英双字幕.mkv
乌龙特工/中央情报局,ftp://ygdy8:ygdy8@y153.dydytt.net:9120/[阳光电影www.ygdy8.com].乌龙特工.BD.720p.中英双字幕.rmvb
那件疯狂的小事叫爱情,ftp://ygdy8:ygdy8@y153.dydytt.net:9118/[阳光电影www.ygdy8.com].那件疯狂的小事叫爱情.HD.720p.国语中字.rmvb
寒战2/寒战II,ftp://ygdy8:ygdy8@y219.dydytt.net:8156/[阳光电影www.ygdy8.com].寒战2.HD.720p.国粤双语中字.mkv
三人行,ftp://ygdy8:ygdy8@y219.dydytt.net:8155/[阳光电影www.ygdy8.com].三人行.BD.720p.国粤双语中字.mkv
谎言西西里,ftp://ygdy8:ygdy8@y153.dydytt.net:9116/[阳光电影www.ygdy8.com].谎言西西里.HD.720p.国语中字.rmvb
X战警：天启,ftp://ygdy8:ygdy8@y153.dydytt.net:9115/[阳光电影www.ygdy8.com].X战警：天启.BD.720p.中英双字幕.rmvb
爱宠大机密,ftp://ygdy8:ygdy8@y153.dydytt.net:9113/[阳光电影www.ygdy8.com].爱宠大机密.HD.720p.中英双字幕.rmvb
惊天大逆转,ftp://ygdy8:ygdy8@y219.dydytt.net:9172/[阳光电影www.ygdy8.com].惊天大逆转.HD.720p.国语中字.rmvb
绝地逃亡,ftp://ygdy8:ygdy8@y219.dydytt.net:8158/[阳光电影www.ygdy8.com].绝地逃亡.HD.720p.国语中字.rmvb
宝贝当家/小鬼当家,ftp://ygdy8:ygdy8@y153.dydytt.net:9109/[阳光电影www.ygdy8.com].宝贝当家.HD.720p.国语中字.rmvb
最终幻想15：王者之剑,ftp://ygdy8:ygdy8@y153.dydytt.net:8178/[阳光电影www.ygdy8.com].最终幻想15：王者之剑.HD.720p.中英双字幕.rmvb
忍者神龟2：破影而出,ftp://ygdy8:ygdy8@y219.dydytt.net:8145/[阳光电影www.ygdy8.com].忍者神龟2：破影而出.HD.720p.中文字幕.rmvb
魔兽,ftp://ygdy8:ygdy8@y153.dydytt.net:9117/[阳光电影www.ygdy8.com].魔兽.BD.720p.中英双字幕.rmvb
危城,ftp://ygdy8:ygdy8@y219.dydytt.net:9177/[阳光电影www.ygdy8.com].危城.HD.720p.国语中字.rmvb
盗墓笔记,ftp://ygdy8:ygdy8@y219.dydytt.net:9180/[阳光电影www.ygdy8.com].盗墓笔记.HD.720p.国语中字.rmvb
美国队长3,ftp://ygdy8:ygdy8@y219.dydytt.net:8144/[阳光电影www.ygdy8.com].美国队长3.BD.720p.中英双字幕.rmvb
鲨滩/绝鲨岛,ftp://ygdy8:ygdy8@y219.dydytt.net:8152/[阳光电影www.ygdy8.com].鲨滩.BD.720p.中英双字幕.rmvb
鲁滨逊漂流记,ftp://ygdy8:ygdy8@y153.dydytt.net:8175/[阳光电影www.ygdy8.com].鲁滨逊漂流记.BD.720p.中英双字幕.rmvb
琼斯的自由国度,ftp://ygdy8:ygdy8@y219.dydytt.net:8153/[阳光电影www.ygdy8.com].琼斯的自由国度.BD.720p.中英双字幕.rmvb
忍者神龟2：破影而出,ftp://ygdy8:ygdy8@y219.dydytt.net:8150/[阳光电影www.ygdy8.com].忍者神龟2：破影而出.BD.720p.中英双字幕.rmvb
绑架丁丁当,ftp://ygdy8:ygdy8@y153.dydytt.net:9106/[阳光电影www.ygdy8.com].绑架丁丁当.BD.720p.国粤双语中字.mkv
知无涯者,ftp://ygdy8:ygdy8@y219.dydytt.net:9167/[阳光电影www.ygdy8.com].知无涯者.BD.720p.中英双字幕.rmvb
独立日：卷土重来,ftp://ygdy8:ygdy8@y219.dydytt.net:8141/[阳光电影www.ygdy8.com].独立日：卷土重来.HD.720p.国英双语中字.mkv
邻居大战2：姐妹会崛起,ftp://ygdy8:ygdy8@y219.dydytt.net:8142/[阳光电影www.ygdy8.com].邻居大战2：姐妹会崛起.BD.720p.中英双字幕.rmvb
北京遇上西雅图之不二情书,ftp://ygdy8:ygdy8@y153.dydytt.net:8174/[阳光电影www.ygdy8.com].北京遇上西雅图之不二情书.BD.720p.国语中字.rmvb
招魂2,ftp://ygdy8:ygdy8@y219.dydytt.net:9168/[阳光电影www.ygdy8.com].招魂2.BD.720p.中英双字幕.rmvb
超能太阳鸭,ftp://ygdy8:ygdy8@y153.dydytt.net:8172/[阳光电影www.ygdy8.com].超能太阳鸭.HD.720p.国英双语中字.mkv
霓虹恶魔,ftp://ygdy8:ygdy8@y153.dydytt.net:8179/[阳光电影www.ygdy8.com].霓虹恶魔.BD.720p.中英双字幕.rmvb
天亮之前,ftp://ygdy8:ygdy8@y219.dydytt.net:9171/[阳光电影www.ygdy8.com].天亮之前.HD.720p.国语中字.rmvb
关键判决/证供,ftp://ygdy8:ygdy8@y219.dydytt.net:9164/[阳光电影www.ygdy8.com].关键判决.BD.720p.中英双字幕.rmvb
遇见你之前,ftp://ygdy8:ygdy8@y153.dydytt.net:8170/[阳光电影www.ygdy8.com].遇见你之前.BD.720p.中英双字幕.rmvb
突袭国庆日,ftp://ygdy8:ygdy8@y219.dydytt.net:9162/[阳光电影www.ygdy8.com].突袭国庆日.BD.720p.中英双字幕.rmvb
麦吉的计划,ftp://ygdy8:ygdy8@y153.dydytt.net:8169/[阳光电影www.ygdy8.com].麦吉的计划.BD.720p.中英双字幕.rmvb
陆垚知马俐,ftp://ygdy8:ygdy8@y153.dydytt.net:8166/[阳光电影www.ygdy8.com].陆垚知马俐.HD.720p.国语中字.rmvb
快手枪手快枪手,ftp://ygdy8:ygdy8@y219.dydytt.net:9157/[阳光电影www.ygdy8.com].快手枪手快枪手.HD.720p.国语中字.rmvb
金钱怪兽/凶钱直击,ftp://ygdy8:ygdy8@y219.dydytt.net:9158/[阳光电影www.ygdy8.com].金钱怪兽.BD.720p.中英双字幕.rmvb
梦醒之前/鬼撕眠,ftp://ygdy8:ygdy8@y153.dydytt.net:8162/[阳光电影www.ygdy8.com].梦醒之前.BD.720p.中英双字幕.rmvb
奇幻森林,ftp://ygdy8:ygdy8@y153.dydytt.net:8158/[阳光电影www.ygdy8.com].奇幻森林.BD.720p.国英双语.中英双字幕.mkv
耐撕侦探,ftp://ygdy8:ygdy8@y219.dydytt.net:9153/[阳光电影www.ygdy8.com].耐撕侦探.BD.720p.中英双字幕.rmvb
验收测试,ftp://ygdy8:ygdy8@y219.dydytt.net:9152/[阳光电影www.ygdy8.com].验收测试.BD.720p.中英双字幕.rmvb
病毒,ftp://ygdy8:ygdy8@y219.dydytt.net:8138/[阳光电影www.ygdy8.com].病毒.BD.720p.中英双字幕.rmvb
为爱叛逆/反叛者,ftp://ygdy8:ygdy8@y153.dydytt.net:8155/[阳光电影www.ygdy8.com].为爱叛逆.BD.720p.中英双字幕.rmvb
奇幻森林,ftp://ygdy8:ygdy8@y219.dydytt.net:8137/[阳光电影www.ygdy8.com].奇幻森林.BD.720p.中英双字幕.rmvb
魔兽,ftp://ygdy8:ygdy8@y219.dydytt.net:8134/[阳光电影www.ygdy8.com].魔兽.HD.720p.中英双字幕.rmvb
愤怒的小鸟,ftp://ygdy8:ygdy8@y153.dydytt.net:9100/[阳光电影www.ygdy8.com].愤怒的小鸟.BD.720p.英国粤三语.中英双字幕.mkv
我们这种叛徒,ftp://ygdy8:ygdy8@y153.dydytt.net:9112/[阳光电影www.ygdy8.com].我们这种叛徒.BD.720p.中英双字幕.rmvb
猎神：冬日之战 加长版,ftp://ygdy8:ygdy8@y219.dydytt.net:8133/[阳光电影www.ygdy8.com].猎神：冬日之战.BD.720p.中英双字幕.rmvb
国王的全息图,ftp://ygdy8:ygdy8@y153.dydytt.net:9099/[阳光电影www.ygdy8.com].国王的全息图.BD.720p.中英双字幕.rmvb
玩命警探7,ftp://ygdy8:ygdy8@y219.dydytt.net:9147/[阳光电影www.ygdy8.com].玩命警探7.BD.720p.中文字幕.rmvb
曼哈顿夜曲,ftp://ygdy8:ygdy8@y153.dydytt.net:9095/[阳光电影www.ygdy8.com].曼哈顿夜曲.BD.720p.中英双字幕.rmvb
基努猫,ftp://ygdy8:ygdy8@y153.dydytt.net:8151/[阳光电影www.ygdy8.com].基努猫.BD.720p.中英双字幕.rmvb
惊天魔盗团2,ftp://ygdy8:ygdy8@y219.dydytt.net:9165/[阳光电影www.ygdy8.com].惊天魔盗团2.BD.720p.中英双字幕.rmvb
我盛大的希腊婚礼2,ftp://ygdy8:ygdy8@y219.dydytt.net:9146/[阳光电影www.ygdy8.com].我盛大的希腊婚礼2.BD.720p.中英双字幕.rmvb
百鸟朝凤,ftp://ygdy8:ygdy8@y153.dydytt.net:8167/[阳光电影www.ygdy8.com].百鸟朝凤.HD.720p.国语中字.rmvb
老炮儿,ftp://ygdy8:ygdy8@y219.dydytt.net:8129/[阳光电影www.ygdy8.com].老炮儿.BD.720p.国语中字.rmvb
三人行,ftp://ygdy8:ygdy8@y153.dydytt.net:9094/[阳光电影www.ygdy8.com].三人行.HD.720p.国语中字.rmvb
母亲节/幸福百分百,ftp://ygdy8:ygdy8@y219.dydytt.net:8127/[阳光电影www.ygdy8.com].母亲节.BD.720p.中英双字幕.rmvb
陪安东尼度过漫长岁月,ftp://ygdy8:ygdy8@y153.dydytt.net:9091/[阳光电影www.ygdy8.com].陪安东尼度过漫长岁月.BD.720p.国语中字.rmvb
屏住呼吸/禁室杀戮,ftp://ygdy8:ygdy8@y219.dydytt.net:9210/[阳光电影www.ygdy8.com].屏住呼吸.BD.720p.中英双字幕.mkv
凛冬边缘,ftp://ygdy8:ygdy8@y219.dydytt.net:8136/[阳光电影www.ygdy8.com].凛冬边缘.BD.720p.中英双字幕.rmvb
